1355,2,11536085.3
2891,4,105028230.2
8912,9,2245653456
4473,3,188568403.3
4876,2,149385093.2
9684,2,589236213.3
9595,10,2892276646
7250,6,990779783.1
8823,4,978233254.8
5616,10,990841232.7
2925,9,241904597.8
3211,2,64782914.06
9791,5,1505823180
4716,1,69871081.5
7470,2,350607395
6361,4,508464521.6
1601,1,8052533.431
7815,6,1151222020
6118,8,940716594.1
1244,7,34032094.1
4457,10,624072636.8
8673,7,1654194626
836,8,17565172.31
9000,10,2544690049
5421,10,923227404.3
5424,4,369699808.6
1620,5,41223978.8
2605,5,106594631.4
5131,6,496255293.5
1050,1,3463605.901
7093,3,474166695.9
1499,4,28236647.34
69,7,104699.8584
550,4,3801327.111
840,10,22167077.76
619,2,2407471.565
9344,8,2194348081
8496,9,2040898421
7616,3,546669693.8
5960,4,446377590.4
4984,1,78037965.76
2269,10,161740531
5684,10,1014981231
1439,9,58548256.93
1777,4,39681192.91
5248,2,173048373.3
1283,5,25856705.55
197,6,731532.4158
2976,4,111295016.4
3660,8,336668148.4
4287,9,519636141.3
1046,8,27498134.3
6365,7,890932350.2
8572,3,692524993.9
5540,10,964205050.9
7889,3,586563506.5
2212,8,122973095.4
4561,10,653536754.7
7313,5,840061388.6
4969,10,775689416.9
8343,5,1093362978
5358,6,541136142.7
1671,3,26316251.44
4410,10,610980080.9
2540,4,81073196.66
4578,8,526734101.8
9488,10,2828129063
6200,9,1086865394
577,8,8367418.405
111,10,387075.6308
5791,4,421421796.3
5248,6,519145119.8
6775,4,576804265.2
2665,10,223122978.8
7775,3,569733718.2
9392,9,2494069492
638,7,8951365.081
7696,5,930357782.9
4758,3,213363439.1
3307,5,171786197.6
3317,1,34565338.61
2532,7,140985781.3
5414,3,276253399
116,5,211366.3537
6277,8,990248326.2
272,8,1859420.727
6234,4,488363795
7108,9,1428522945
5724,1,102931694.6
1875,8,88357293.38
7838,2,386002739.3
5706,1,102285343.3
1471,7,47585348.92
8729,6,1436250226
9262,2,539000814.8
1276,10,51150657.6
894,10,25108739.46
6514,10,1333046752
1446,5,32844031.72
9287,2,541914484.9
7261,9,1490682852
4947,3,230650790.9
3901,3,143424395.5
4283,5,288148276.2
2570,2,41499810.64
2879,6,156237202
8944,4,1005248526
6349,3,379910924.1
6536,6,805239758.9
5257,2,173642417
9534,10,2855618375
6303,9,1123277336
3943,9,439588109.2
7272,3,498400957.3
1559,6,45813487.53
4559,4,261185491.3
6856,7,1033688133
4762,10,712407782
8198,10,2111376584
4515,1,64042073.1
7848,7,1354459119
6139,5,591991053.9
3556,5,198629331.8
6927,4,602976295.5
2750,6,142549766.7
8531,8,1829109661
3380,3,107672433.3
7647,6,1102258111
136,7,406748.284
8685,1,236967899.1
5484,9,850329555.4
6283,4,496071164.8
573,3,3094427.923
5594,8,786474749.5
3322,10,346696237.8
7145,3,481144575.3
9021,4,1022631650
6437,2,260343588.4
9810,2,604669249.5
6850,10,1474113813
4108,8,424131696.4
3050,5,146123328.3
8290,7,1511321894
5107,6,491623731.4
8991,6,1523761928
9348,4,1098113603
4631,3,202125305.5
6631,1,138136334.8
5426,7,647451873
419,5,2757705.739
6167,9,1075326328
2660,3,66685958.94
8705,4,952242180.2
8696,8,1900548347
2671,4,89651516.46
8873,2,494675989.8
9407,8,2224037715
6995,8,1229745657
7284,5,833412003.6
4227,3,168397493.5
2783,10,243319147
7225,2,327986200
7379,6,1026351553
6202,5,604203728.3
1211,10,46072116
3364,3,106655462.1
905,5,12865214.62
4906,6,453686870.1
5319,9,799930696.6
3884,9,426531219.7
6215,7,849435052.9
4275,4,229658277
4819,7,510695187.5
1611,9,73380972.49
4788,9,648187520.9
1063,9,31949120.78
2856,9,230626277.1
5542,9,868411218.1
3905,1,47906224.91
218,7,1045107.345
9107,7,1823889763
5554,3,290725334.1
6537,8,1073981572
752,8,14212665.7
2467,10,191200124.9
8379,10,2205638092
8342,3,655860534.2
1843,9,96037987.91
2417,6,110117013.4
7991,3,601829384.9
8801,3,730020690.8
1320,2,10947822.08
2844,1,25410256.96
5052,4,320727757.5
9000,8,2035752040
9327,8,2186370773
5509,3,286033349.7
7682,2,370790393.6
4089,6,315163085.9
5867,9,973250327.6
6276,4,494966417.4
4953,6,462421245.4
4838,7,514730189.4
639,4,5131113.016
8981,7,1773770001
440,10,6082123.377
3029,9,259412517.8
3874,10,471486329.9
5674,10,1011413010
3806,5,227539838.2
624,6,7339564.687
5932,10,1105483226
792,6,11823647.85
8678,7,1656102468
4368,7,419578447.9
6943,4,605765024.5
3002,7,198184318.9
4571,4,262562262.8
2164,9,132405765
5904,2,219014347.4
4157,9,488598839.5
7707,9,1679434615
6452,3,392337522.1
6334,3,378117907.2
7741,9,1694285199
6342,1,126357885
6043,10,1147242061
4793,7,505199335.6
3741,4,175867374.6
9068,6,1549973046
7827,10,1924600261
9499,1,283469049.9
9541,1,285981318.7
9679,7,2060197674
4293,2,115798156.5
215,8,1161760.963
3926,5,242114314.8
6309,5,625231617.5
3139,7,216685846.1
432,2,1172593.175
4511,5,319643245.2
211,8,1118934.772
5052,2,160363878.8
2347,1,17305177.25
9149,2,525929005.9
2767,2,48105882.55
4046,7,359997653.1
3721,10,434979923.7
557,10,9746759.792
6652,2,278025320.1
49,6,45257.78377
9956,5,1557003730
1419,3,18977365.34
8674,6,1418208091
9609,5,1450361503
6448,9,1175553611
4319,6,351615111.1
1201,10,45314363.85
3649,8,334647501.1
4569,2,131166274.8
6451,5,653693190.3
7657,9,1657714271
4230,8,449697625.5
3701,6,258189926.1
1557,5,38080014.24
6022,8,911425892.2
2792,7,171426808.8
5514,3,286552796.4
333,10,3483680.678
9722,1,296934805.1
9747,6,1790783380
674,3,4281450.433
2430,7,129855533.2
5841,5,535912996.8
3528,5,195513625.9
5662,4,402855775.3
5240,5,431302972.2
9794,4,1205396881
8928,10,2504137869
4297,4,232028093.4
3256,3,99917122.84
164,2,168992.552
9911,4,1234368460
8927,1,250357693.7
9980,5,1564519425
6617,10,1375536573
250,8,1570796.327
3667,2,84489295.39
9070,5,1292214027
509,3,2441780.899
8880,7,1734098826
2781,7,170078685.4
1241,10,48383071.56
3271,7,235292996.7
672,6,8512157.861
5821,7,745148980
7324,6,1011108577
5797,4,422295510.9
6060,4,461482367.9
9378,7,1934052993
6431,7,909504666.9
8528,4,913911721.3
2325,5,84911358.94
3544,3,118374608
1120,1,3940813.825
3854,5,233315342.1
8829,4,979564184.3
3520,1,38925589.62
8980,1,253339288.2
7480,7,1230413559
6036,6,686751450.4
7644,2,367131141.9
7980,7,1400405138
5040,2,159602959.9
9773,7,2100408225
2931,1,26988671.65
3243,5,165201419.4
568,9,9121978.694
294,8,2172373.621
9907,4,1233372299
195,8,955672.4852
9492,1,283051416
4757,10,710912541
9745,7,2088389974
4795,8,577852614.6
5764,6,626251915.7
9242,1,268337766.8
8102,1,206221694.2
1316,8,43526288.69
1264,2,10038620.03
3749,4,176620351.6
5129,5,413223750.5
4024,3,152611433.4
3572,2,80168317.44
8015,10,2018166189
2581,10,209279111
284,2,506776.5941
5954,7,779588768
923,2,5352827.776
6118,6,705537445.6
6205,10,1209576789
3979,4,198956321.3
9639,8,2335091055
8965,6,1514961900
8192,9,1897458427
3088,5,149787116.5
5013,2,157897508.6
9109,1,260670135
7023,5,774756473.8
9840,5,1520932968
2845,2,50856258.96
5610,1,98872518.15
6840,1,146981297.3
9035,10,2564520568
7200,1,162860163.2
3759,5,221954793.3
2351,10,173642140.6
6122,8,941947093.1
1573,10,77733338.09
8235,7,1491334689
6578,1,135936978
6640,1,138511563.5
5421,10,923227404.3
9071,2,516999594.2
9627,10,2911600708
9021,7,1789605387
970,10,29559245.28
4748,3,212467519.7
4166,6,327144523.4
922,10,26706176.49
9385,5,1383529523
5260,2,173840657.8
8514,8,1821827072
7138,10,1600674255
9295,6,1628545554
6726,3,426368246.5
3190,5,159845805
6801,1,145309973.1
8384,6,1324962731
1810,10,102921716.9
8563,7,1612500288
6351,7,887017398
5610,1,98872518.15
192,1,115811.6716
195,9,1075131.546
6094,7,816681678.1
5240,4,345042377.8
4102,8,422893657.5
530,5,4412366.882
6253,9,1105526709
2436,7,130497586.8
453,3,1934049.261
1478,3,20588276.66
96,2,57905.83579
7263,3,497168055
